zone,block,nrmse_lambda0,optimality_gap_lambda0,total_regret_lambda0,cvar90_lambda0,max_regret_lambda0,nrmse_lambda005,optimality_gap_lambda005,total_regret_lambda005,cvar90_lambda005,max_regret_lambda005,nrmse_change,optimality_gap_change,total_regret_change,total_regret_change_percent,cvar90_change,cvar90_change_percent,max_regret_change,max_regret_change_percent
z01,12,82.46345793730752,26.367021656958546,17746.78505790543,298.5417831103158,1429.4944615543714,84.10480150272673,24.49724242568687,16488.297445810764,280.83977531971044,1338.1218552599144,1.6413435654192057,-1.869779231271675,-1258.4876120946647,-7.091355465163887,-17.702007790605364,-5.9294908760105445,-91.372606294457,-6.391952452554613
z01,13,88.07840995331847,25.621950434290365,18665.686402334926,313.15914718672303,1089.5729968093933,92.86747640437088,24.757002662195255,18035.5687260975,305.4516427332307,1022.3506153218465,4.789066451052406,-0.8649477720951104,-630.1176762374271,-3.3758076861218695,-7.707504453492334,-2.46121006610632,-67.22238148754684,-6.169607881655912
z01,14,80.71544145426454,31.456624858556204,28682.881291054204,551.8174859184343,1749.8412979549503,80.3842180912635,30.837005483613655,28117.897951073268,546.5959885723533,1749.8412979549503,-0.3312233630010297,-0.6196193749425483,-564.9833399809359,-1.969757969040392,-5.221497346080923,-0.9462362972043854,0.0,0.0
z01,15,88.67596376924988,29.419653707882663,34416.41972376997,467.381696800788,1977.4287693373499,89.19549081187174,28.596567952063552,33453.53738932098,443.42351481863415,1950.5933636289958,0.5195270426218599,-0.8230857558191111,-962.8823344489865,-2.797741142678953,-23.95818198215386,-5.126041979424271,-26.835405708354074,-1.3570858341130945
z01,16,115.67187420656404,12.086992304506916,16909.30828854152,252.8055889078676,943.8046249378501,117.23452719085603,11.855092978413202,16584.888689518404,250.79701339184456,943.8046249378501,1.5626529842919865,-0.2318993260937141,-324.41959902311646,-1.9185858669509104,-2.008575516023029,-0.794513888992792,0.0,0.0
z01,17,70.65671605099406,20.203054669179313,30698.884543656455,519.1087728616803,1623.2686924043996,70.35109060248305,20.773052819918163,31565.0064101841,531.097195683657,1623.2686924043996,-0.3056254485110088,0.5699981507388507,866.1218665276465,2.8213463759438775,11.988422821976656,2.3094240453476296,0.0,0.0
z01,18,52.36737902296712,13.117620415705876,24341.697291421595,369.68004554265104,2039.3439281839123,57.88988891146909,13.153687107454255,24408.624406631523,363.1031808774342,1782.4548541053978,5.522509888501972,0.0360666917483794,66.92711520992816,0.2749484327599224,-6.576864665216817,-1.7790694262555282,-256.88907407851457,-12.596652802319657
z01,19,41.57843045663608,28.212975429287994,59050.087146301856,1381.851028615506,10937.963508535588,42.33407410198168,27.7018734447378,57980.3447221474,1356.435776565844,10323.874711230907,0.7556436453456001,-0.5111019845501943,-1069.7424241544577,-1.811584835605874,-25.415252049662058,-1.8392179419749697,-614.0887973046811,-5.614288224910136
z01,20,49.76042741184364,21.62171439604181,71065.58765583446,1466.3097500513763,7599.973823414633,53.09725779046097,21.825149818032173,71734.23296068617,1465.311803339574,7230.129005333615,3.3368303786173357,0.20343542199036335,668.6453048517142,0.940884789541058,-0.9979467118023422,-0.06805838341914976,-369.8448180810183,-4.86639594654352
z01,21,53.87815878703229,21.452758482897625,47089.306413036276,910.6643124027627,4808.586162352929,56.667937889152945,20.798570494146595,45653.3484834962,855.5874598735687,3945.1272082678324,2.7897791021206544,-0.6541879887510298,-1435.9579295400763,-3.0494352941723166,-55.07685252919396,-6.0479862644309845,-863.4589540850966,-17.95660772068999
z01,22,80.41973173061852,22.012269553141863,22691.28463295725,289.78310487223115,786.6456420732095,77.48484782918902,19.79011995789209,20400.58812657969,246.9069857717042,567.1622910592232,-2.934883901429501,-2.222149595249771,-2290.6965063775606,-10.095049898807886,-42.87611910052695,-14.795934745551003,-219.4833510139863,-27.901171668038042
